number_of_room,neighbourhood,material_quality,age,distance,number_of_bathroom,area,balcony,thermal_insulation_point,air_quality,price
3,Low,B,28.17,528.0,1,145.0,yes,82.7,38.5,667.3
1,Very High,B,4.17,680.0,1,73.0,yes,85.6,33.3,631.4
3,Moderate,A,18.04,651.0,1,112.0,yes,78.8,33.3,533.6
1,Very High,B,2.21,706.0,1,68.0,,88.5,30.6,600.8
3,High,C,15.48,555.0,1,104.0,yes,72.3,34.4,777.1
4,Moderate,D,7.79,502.0,2,156.0,yes,75.9,22.4,977.7
4,High,B,3.54,670.0,2,114.0,,86.6,28.4,716.0
4,Moderate,B,5.27,546.0,2,115.0,yes,83.5,34.0,850.8
4,High,C,7.95,402.0,2,177.0,yes,,40.5,1208.5
3,Moderate,C,41.09,606.0,1,119.0,yes,74.3,23.5,516.8
4,High,B,8.58,626.0,2,127.0,yes,71.5,54.5,684.3
2,Low,B,15.07,625.0,1,67.0,yes,72.2,22.8,478.5
3,,B,19.68,679.0,1,130.0,yes,73.9,26.7,497.4
3,Moderate,C,12.74,672.0,1,87.0,yes,79.4,32.7,500.6
3,Moderate,A,23.2,678.0,1,140.0,,88.8,54.4,444.9
4,Very High,B,9.97,677.0,2,112.0,yes,33.3,26.2,635.7
4,High,B,1.06,686.0,2,141.0,yes,89.9,23.2,746.9
2,Moderate,C,29.41,633.0,1,107.0,,88.4,30.0,508.3
3,Very Low,A,40.34,640.0,1,109.0,no,86.8,23.6,329.0
3,Moderate,B,31.33,661.0,1,92.0,yes,90.9,64.7,360.9
3,Very Low,B,26.21,546.0,1,127.0,yes,88.0,45.7,546.1
3,Moderate,B,22.23,570.0,1,99.0,no,63.3,29.0,632.0
1,Very High,A,2.83,634.0,1,54.0,yes,87.7,23.5,737.8
4,High,B,6.66,600.0,2,126.0,yes,80.0,19.9,853.6
4,High,B,8.67,567.0,2,117.0,,70.8,27.0,858.7
3,High,B,30.57,665.0,1,66.0,yes,89.9,21.7,516.6
1,Very High,B,6.8,655.0,1,73.0,yes,79.6,35.9,645.4
1,Very High,C,7.24,680.0,1,36.0,yes,78.1,23.1,590.0
4,Moderate,C,9.19,329.0,2,151.0,yes,65.9,19.8,1280.7
4,Moderate,B,1.04,222.0,2,176.0,yes,89.9,57.2,142.5
4,High,C,6.56,669.0,2,147.0,yes,80.3,26.3,727.4
3,Moderate,B,21.96,527.0,1,141.0,yes,82.2,32.1,786.6
3,Moderate,A,26.77,675.0,1,85.0,no,79.2,35.5,407.8
3,Very High,A,12.68,693.0,1,75.0,yes,82.8,53.6,541.4
4,Very High,B,9.4,605.0,2,163.0,yes,62.9,22.7,895.3
4,High,C,8.77,647.0,2,148.0,yes,70.0,26.8,736.1
3,Moderate,C,26.48,685.0,1,124.0,yes,86.1,27.8,464.0
3,Very High,C,13.07,678.0,1,73.0,yes,85.9,25.0,649.2
4,High,B,2.12,648.0,2,188.0,,88.6,16.7,875.2
4,Moderate,B,9.01,506.0,2,181.0,yes,67.9,21.4,975.1
2,Moderate,A,20.14,580.0,1,63.0,no,87.5,19.5,642.6
2,Moderate,B,9.95,642.0,1,62.0,,50.2,34.1,465.8
3,Moderate,B,13.75,645.0,1,87.0,yes,90.9,26.7,585.6
2,Very Low,A,33.03,693.0,1,86.0,yes,42.8,18.5,151.3
2,Low,A,24.52,669.0,1,140.0,yes,87.4,28.5,430.9
4,Very High,B,2.3,582.0,2,159.0,yes,88.4,22.6,1025.3
3,Low,C,15.6,588.0,1,137.0,yes,90.3,19.9,679.9
4,High,D,7.88,630.0,2,157.0,yes,75.5,24.4,799.8
3,Low,C,30.97,716.0,1,144.0,,85.3,17.0,357.0
1,High,B,5.83,714.0,1,46.0,yes,82.3,20.6,487.3
3,Very High,B,8.06,677.0,1,94.0,yes,85.8,25.8,697.3
2,Moderate,B,21.79,682.0,1,145.0,no,70.5,29.6,460.4
2,Moderate,C,13.48,569.0,1,78.0,,81.2,53.0,612.1
4,High,A,8.2,694.0,2,169.0,yes,73.9,36.7,652.0
3,Very High,,26.47,651.0,1,64.0,yes,86.9,34.3,594.7
3,Low,C,28.36,616.0,1,60.0,yes,75.5,53.2,360.0
2,High,B,20.14,669.0,1,88.0,yes,89.8,24.4,560.9
1,High,B,9.55,639.0,1,51.0,yes,60.1,50.2,490.0
2,Moderate,B,19.57,701.0,1,83.0,yes,90.3,16.8,448.7
1,High,A,5.91,692.0,1,38.0,,82.1,46.7,449.8
4,Very High,B,2.49,522.0,2,119.0,,88.1,23.8,1094.4
4,High,B,2.98,583.0,2,144.0,yes,87.5,31.2,908.7
3,Moderate,A,17.56,573.0,1,122.0,yes,83.8,25.0,726.8
4,High,A,0.4,597.0,2,115.0,no,90.6,39.2,851.9
2,Moderate,C,29.36,659.0,1,75.0,no,86.8,17.9,456.7
4,High,B,2.57,609.0,2,179.0,no,88.0,28.4,905.1
2,High,B,23.98,597.0,1,114.0,yes,75.5,30.6,657.2
3,Moderate,B,36.08,662.0,1,145.0,,73.6,29.1,447.4
2,Moderate,C,24.64,697.0,1,108.0,yes,83.1,36.0,387.2
2,High,B,23.58,641.0,1,127.0,no,80.4,27.3,607.5
3,Moderate,B,15.29,710.0,1,92.0,,85.4,27.6,445.2
2,High,C,15.03,688.0,1,147.0,yes,89.3,31.8,590.9
3,Moderate,C,27.2,672.0,1,94.0,yes,72.5,33.0,413.5
4,Very High,A,3.9,639.0,1,162.0,yes,86.1,29.6,870.7
4,High,C,4.15,498.0,2,139.0,no,85.6,22.7,1077.9
1,Very High,B,9.75,683.0,1,66.0,yes,54.1,37.2,514.4
1,Very High,B,9.84,686.0,1,55.0,yes,49.6,71.0,397.0
3,Very High,A,20.33,626.0,1,107.0,yes,87.0,26.8,739.4
4,Very High,A,8.37,587.0,2,170.0,yes,72.8,27.0,950.4
4,High,C,7.93,699.0,2,157.0,yes,75.3,22.4,673.4
4,High,B,3.24,538.0,2,145.0,no,87.1,21.1,1020.2
3,Moderate,B,29.69,720.0,1,133.0,no,82.5,19.5,404.1
3,Moderate,C,26.73,556.0,1,147.0,no,63.0,43.8,641.3
2,Very High,C,18.32,627.0,1,136.0,yes,85.7,27.1,754.2
4,Very High,A,4.34,623.0,2,177.0,yes,85.3,31.5,924.0
4,Very High,B,4.76,697.0,2,175.0,yes,84.5,28.1,786.6
4,Very High,A,9.0,638.0,2,157.0,no,68.0,28.5,823.4
2,Moderate,C,19.55,655.0,1,144.0,yes,89.7,27.7,566.6
2,Low,C,29.99,590.0,1,148.0,yes,89.4,28.4,563.2
1,High,D,5.85,574.0,1,55.0,no,82.2,31.0,733.9
2,Moderate,A,28.85,641.0,1,141.0,,,26.3,441.0
3,Moderate,A,28.71,652.0,1,134.0,yes,79.1,61.6,419.2
4,High,B,4.72,629.0,2,133.0,yes,84.6,25.1,811.4
4,Very High,B,7.94,696.0,2,180.0,yes,75.2,23.4,770.2
4,Very High,A,1.43,265.0,2,124.0,yes,89.5,30.9,390.8
3,Very High,C,16.47,553.0,1,114.0,yes,83.3,24.4,905.4
3,Low,A,23.93,652.0,1,109.0,yes,80.9,24.0,454.6
2,Moderate,B,17.09,668.0,1,146.0,yes,89.0,52.4,489.3
4,High,C,2.88,678.0,2,169.0,,87.6,78.6,625.9
2,Moderate,B,38.72,680.0,1,135.0,yes,87.0,19.9,420.3
3,Low,C,20.46,683.0,1,112.0,yes,80.1,18.2,431.8
3,Moderate,A,22.66,668.0,1,72.0,no,63.5,22.6,434.1
3,Moderate,B,20.75,646.0,1,119.0,yes,90.9,25.8,579.6
4,Very High,A,6.93,684.0,1,173.0,yes,79.2,25.5,776.8
1,High,A,5.99,633.0,1,75.0,yes,81.9,14.9,683.9
3,Moderate,C,16.6,676.0,1,96.0,no,66.1,18.8,491.7
1,Very High,A,4.52,548.0,1,47.0,yes,85.0,19.9,889.2
3,Very High,B,26.44,660.0,1,120.0,yes,75.0,31.9,616.4
3,Low,B,18.64,629.0,1,133.0,yes,83.7,28.7,544.3
4,Very High,B,0.98,695.0,2,142.0,yes,90.0,26.3,794.1
2,Moderate,C,23.32,623.0,1,82.0,yes,80.1,14.8,560.3
3,Moderate,A,26.2,660.0,1,117.0,yes,79.3,25.5,498.6
4,High,C,9.41,687.0,2,138.0,yes,62.6,35.6,608.0
2,Moderate,D,22.82,577.0,1,115.0,,89.1,28.4,664.7
1,Very High,B,0.97,687.0,1,43.0,yes,90.0,51.1,566.4
3,Moderate,C,19.94,598.0,1,101.0,yes,58.2,27.2,588.1
2,Moderate,A,27.26,652.0,1,116.0,yes,87.5,26.3,501.3
1,High,B,3.42,590.0,1,62.0,yes,86.8,24.9,749.6
2,High,B,22.67,707.0,1,100.0,no,90.2,21.0,496.7
3,Very Low,C,13.93,537.0,1,68.0,yes,87.0,33.9,601.6
3,,D,6.54,694.0,1,131.0,yes,88.0,26.8,570.1
2,Moderate,B,13.48,647.0,1,77.0,no,87.2,39.3,511.8
1,Very High,C,5.64,600.0,1,70.0,no,82.7,27.1,783.2
4,Very High,A,1.44,654.0,1,150.0,,89.4,30.2,848.7
2,Moderate,B,22.6,484.0,1,115.0,,89.7,27.3,846.8
2,Moderate,B,30.79,631.0,1,124.0,yes,83.3,40.0,484.4
3,Very High,D,17.19,690.0,1,142.0,no,46.6,33.6,570.9
3,Low,B,22.6,593.0,1,61.0,,76.9,34.9,488.6
1,Very High,B,3.95,662.0,1,46.0,no,86.0,28.2,654.3
2,Moderate,A,14.12,524.0,1,74.0,no,88.2,20.8,791.0
4,Very High,A,8.11,661.0,1,130.0,yes,74.3,17.4,783.1
4,Very High,A,8.88,597.0,2,117.0,yes,69.1,20.1,886.8
1,High,B,5.89,683.0,1,46.0,no,82.1,31.1,517.1
2,Moderate,C,27.18,721.0,1,135.0,yes,83.3,25.4,383.6
2,Moderate,B,34.04,696.0,1,83.0,no,88.3,21.3,362.5
3,Very Low,B,15.45,574.0,1,116.0,,67.2,31.1,538.9
4,Very High,A,2.6,619.0,1,142.0,yes,88.0,39.9,871.9
3,Very High,C,21.92,683.0,1,116.0,no,84.9,33.2,609.9
1,High,C,6.39,548.0,1,37.0,yes,80.8,20.0,789.3
4,Very High,A,9.2,635.0,2,161.0,yes,65.7,30.7,821.4
1,High,C,2.11,638.0,1,64.0,no,88.6,34.0,646.6
3,Very Low,B,36.31,543.0,1,121.0,yes,68.5,22.5,513.8
3,Very Low,A,18.55,414.0,1,77.0,yes,74.4,63.7,713.2
3,Moderate,B,15.89,361.0,1,64.0,yes,89.1,29.7,1078.7
2,Very Low,B,21.91,642.0,1,140.0,,85.7,28.2,423.0
3,Moderate,A,24.22,561.0,1,73.0,yes,65.8,40.2,587.0
3,High,C,20.27,569.0,1,91.0,yes,80.4,25.8,750.6
1,Very High,C,2.6,427.0,1,61.0,yes,88.0,28.6,1126.2
4,High,C,9.94,685.0,1,160.0,no,40.0,38.5,560.9
3,Moderate,B,21.59,624.0,1,87.0,yes,83.4,20.7,583.6
3,Moderate,B,29.75,525.0,1,62.0,yes,85.1,25.2,693.0
3,Very High,C,15.52,575.0,1,127.0,yes,90.1,28.0,885.7
4,High,B,1.25,693.0,2,183.0,yes,89.7,22.4,776.3
3,Low,A,30.03,400.0,1,83.0,,84.8,27.2,873.0
4,Very High,,5.23,699.0,2,188.0,yes,83.6,21.2,810.1
3,Very High,C,17.67,607.0,1,67.0,yes,73.2,32.1,708.2
4,Very High,B,0.86,643.0,1,181.0,yes,90.1,23.0,924.7
4,High,A,5.82,669.0,2,171.0,yes,82.3,22.0,771.1
1,Very High,C,2.47,685.0,1,54.0,yes,88.2,33.5,616.9
3,Moderate,A,28.59,675.0,1,78.0,yes,72.2,22.6,411.6
2,Moderate,B,30.78,686.0,1,82.0,yes,83.4,20.8,390.0
2,Very Low,A,22.74,681.0,1,139.0,yes,74.3,29.7,316.4
3,High,B,18.75,566.0,1,92.0,yes,85.3,16.5,800.5
2,Moderate,C,14.11,640.0,1,102.0,yes,82.0,21.6,584.1
4,Moderate,B,2.13,583.0,2,174.0,,88.6,31.6,873.5
2,Moderate,A,12.19,616.0,1,113.0,yes,89.2,34.6,630.5
2,Moderate,C,26.87,614.0,1,65.0,no,88.9,23.6,534.7
3,Moderate,C,9.88,691.0,1,83.0,yes,85.0,83.4,350.6
2,Very High,C,21.76,690.0,1,129.0,no,87.7,24.5,619.6
4,Moderate,A,3.89,621.0,1,129.0,yes,86.1,25.7,740.5
4,High,B,7.53,686.0,2,177.0,yes,77.0,31.8,698.3
3,Very High,D,18.95,694.0,1,72.0,yes,90.8,26.1,592.3
4,Very High,C,9.87,692.0,2,154.0,yes,47.3,26.3,677.5
3,Moderate,A,28.71,656.0,1,127.0,yes,57.5,30.1,446.4
3,Low,A,18.0,625.0,1,71.0,yes,87.9,26.1,508.8
3,Moderate,B,31.01,695.0,1,130.0,yes,74.1,29.7,397.0
4,High,C,1.23,617.0,2,151.0,yes,89.7,28.5,872.4
4,Very High,B,6.21,676.0,2,114.0,yes,81.3,26.2,756.3
1,Very High,B,1.27,659.0,1,55.0,yes,89.6,41.9,654.0
2,Very High,A,20.85,644.0,1,139.0,yes,86.6,30.8,702.8
3,Moderate,C,36.32,666.0,1,88.0,yes,64.6,75.8,237.4
3,Moderate,C,19.35,592.0,1,91.0,yes,82.4,20.6,659.0
3,Low,B,19.04,668.0,1,92.0,no,85.7,24.9,441.2
3,Moderate,C,14.89,675.0,1,135.0,yes,90.0,27.8,565.5
1,High,D,1.84,560.0,1,66.0,yes,89.0,19.2,839.0
2,Very High,A,30.15,517.0,1,86.0,yes,70.9,25.5,822.8
4,Very High,B,0.68,662.0,2,134.0,yes,90.3,28.3,845.6
3,Moderate,B,18.84,539.0,1,92.0,yes,81.5,34.6,723.9
3,Very Low,C,28.73,621.0,1,69.0,yes,48.4,25.9,306.0
2,Moderate,B,18.99,431.0,1,124.0,yes,90.4,52.7,909.2
1,High,B,3.65,615.0,1,56.0,no,86.5,16.6,716.6
2,High,C,12.24,654.0,1,97.0,yes,84.1,22.8,634.7
4,Very High,B,2.42,694.0,2,135.0,yes,88.2,91.3,602.0
3,Moderate,C,31.54,644.0,1,90.0,yes,35.1,23.9,388.6
3,Low,B,30.21,684.0,1,106.0,yes,59.0,24.6,310.8
2,Moderate,A,19.13,597.0,1,114.0,no,63.1,24.4,604.8
4,High,C,2.19,666.0,2,148.0,yes,88.5,34.6,752.1
1,Very High,C,8.71,697.0,1,47.0,yes,70.5,42.4,493.3
2,High,B,28.46,683.0,1,133.0,yes,82.6,31.1,501.0
1,Very High,C,4.18,614.0,1,35.0,,85.6,23.0,746.5
1,High,C,7.02,591.0,1,62.0,no,78.9,24.0,714.5
2,Moderate,B,8.6,402.0,1,83.0,yes,83.7,26.8,1036.9
3,Very Low,D,27.2,584.0,1,114.0,no,77.2,28.1,481.3
4,Moderate,A,0.21,703.0,2,120.0,yes,90.8,30.9,608.3
2,Moderate,A,19.7,650.0,1,70.0,no,77.4,34.7,457.8
2,Moderate,A,23.73,663.0,1,75.0,yes,88.7,37.3,431.5
2,Moderate,C,20.15,601.0,1,116.0,yes,79.1,16.5,646.9
3,Moderate,C,23.07,630.0,1,119.0,yes,74.7,27.3,560.8
4,Very High,A,9.3,624.0,2,124.0,yes,64.4,23.3,822.1
3,Low,B,20.31,587.0,1,142.0,yes,89.5,27.2,639.6
1,Very High,B,6.6,649.0,1,53.0,no,80.2,32.6,648.0
4,High,A,2.4,492.0,2,125.0,no,88.3,20.1,1097.3
2,Moderate,C,18.38,658.0,1,82.0,yes,80.3,36.0,464.1
1,High,C,0.32,641.0,1,35.0,yes,90.7,24.2,652.4
4,High,B,6.16,702.0,1,116.0,,81.4,23.5,628.7
1,High,D,7.81,602.0,1,60.0,,75.8,17.6,698.3
1,High,B,8.74,654.0,1,54.0,yes,70.3,38.0,522.3
4,Very High,D,1.24,655.0,2,125.0,yes,89.7,27.3,848.4
4,Very High,C,0.65,703.0,2,158.0,yes,90.3,30.2,786.8
2,Moderate,B,21.06,683.0,1,137.0,yes,90.2,23.6,510.2
3,Moderate,,23.31,588.0,1,104.0,yes,78.8,20.6,650.6
2,Low,C,27.96,660.0,1,79.0,yes,78.8,28.7,350.3
3,Very High,B,23.36,650.0,1,116.0,yes,74.9,26.5,662.8
3,High,A,17.53,651.0,1,96.0,yes,76.0,17.1,629.5
1,High,A,2.53,622.0,1,51.0,yes,88.1,25.3,684.2
2,Moderate,B,20.66,588.0,1,79.0,yes,81.4,32.0,594.6
4,Moderate,B,0.59,588.0,2,183.0,yes,90.4,32.8,881.8
2,Moderate,C,19.51,664.0,1,67.0,yes,89.0,55.0,397.6
2,Very High,C,34.94,655.0,1,115.0,yes,89.8,14.0,632.1
1,High,A,9.25,689.0,1,62.0,yes,65.1,29.8,472.8
4,Very High,C,0.02,300.0,2,172.0,yes,91.0,32.1,763.8
4,Very High,A,3.27,679.0,2,138.0,yes,87.0,42.1,759.2
3,Very High,C,13.15,646.0,1,85.0,yes,82.2,21.9,722.5
1,High,C,3.8,681.0,1,45.0,yes,86.2,21.6,565.3
2,Low,B,23.24,675.0,1,133.0,yes,82.0,31.0,402.0
2,Moderate,C,13.96,509.0,1,147.0,yes,81.1,50.4,799.2
2,Low,B,25.61,659.0,1,138.0,yes,76.7,29.5,417.8
2,Moderate,B,17.94,597.0,1,63.0,yes,82.2,41.0,553.7
2,High,C,22.04,458.0,1,135.0,,88.5,18.4,1011.9
3,Very High,B,17.77,589.0,1,141.0,no,89.5,20.7,879.3
1,High,B,4.25,401.0,1,73.0,yes,85.5,20.6,1124.1
2,Moderate,B,27.83,684.0,1,136.0,,80.4,23.7,450.1
4,Very High,C,6.64,695.0,2,119.0,yes,80.1,20.6,735.6
2,Moderate,B,30.46,623.0,1,145.0,yes,78.8,24.7,554.7
3,Moderate,A,26.21,581.0,1,64.0,yes,82.9,47.1,544.6
3,High,C,27.76,677.0,1,66.0,yes,88.4,30.5,482.5
3,Moderate,C,24.66,683.0,1,76.0,no,67.4,27.5,393.2
4,Moderate,A,3.91,665.0,2,144.0,,86.0,20.6,702.4
2,Moderate,A,0.81,612.0,1,148.0,yes,77.3,18.1,756.5
1,High,A,7.21,696.0,1,46.0,yes,78.2,22.0,501.9
1,High,B,6.64,452.0,1,41.0,yes,80.1,25.8,957.2
4,Very High,B,7.65,694.0,1,127.0,yes,76.5,19.9,717.6
3,Moderate,C,14.49,511.0,1,99.0,yes,68.1,25.9,804.7
2,Moderate,C,23.87,645.0,1,93.0,yes,71.5,27.6,474.7
3,Moderate,B,18.79,520.0,1,129.0,yes,62.4,22.0,793.1
2,Low,B,11.58,585.0,1,124.0,,78.0,45.5,581.0
3,Very High,C,7.69,518.0,1,127.0,,70.1,27.2,999.3
1,Very High,B,9.81,688.0,1,66.0,yes,51.2,27.9,523.9
3,Moderate,D,16.74,669.0,1,85.0,yes,86.7,22.3,525.0
4,Moderate,B,4.78,701.0,2,156.0,,84.5,30.5,611.5
2,Moderate,A,33.08,343.0,1,106.0,yes,84.1,20.0,1056.6
4,Very High,C,2.08,561.0,2,133.0,no,88.7,25.2,1034.0
2,Moderate,B,15.47,613.0,1,128.0,yes,85.6,22.1,659.7
4,Very High,C,3.98,684.0,1,129.0,yes,85.9,47.7,702.5
3,High,A,29.99,619.0,1,84.0,yes,72.6,37.9,546.8
3,Low,A,16.39,585.0,1,93.0,yes,70.9,26.7,580.1
4,Very High,C,6.52,656.0,2,166.0,yes,80.4,28.5,836.6
3,High,A,27.37,657.0,1,146.0,yes,87.0,41.9,569.0
1,High,C,7.48,644.0,1,69.0,yes,77.2,22.5,618.9
2,Very High,B,25.05,621.0,1,107.0,yes,83.2,20.3,712.9
3,Low,B,15.29,685.0,1,104.0,yes,82.1,28.6,424.4
3,Moderate,C,16.51,654.0,1,77.0,yes,88.3,66.4,430.9
3,Very Low,B,16.96,638.0,1,63.0,yes,76.8,19.2,407.3
1,Very High,B,5.45,681.0,1,67.0,yes,83.1,27.0,628.4
4,Very High,A,6.23,693.0,2,149.0,yes,81.3,46.3,704.6
2,High,A,25.72,456.0,1,84.0,yes,84.9,22.3,926.7
3,Moderate,B,10.74,563.0,1,105.0,no,73.3,33.0,723.7
4,Moderate,C,5.55,510.0,2,146.0,yes,82.9,50.8,902.1
2,Very Low,C,21.14,630.0,1,115.0,yes,82.6,20.4,439.9
3,Very High,C,17.07,668.0,1,130.0,yes,80.3,21.8,700.7
4,Very High,C,5.02,656.0,2,122.0,yes,84.0,30.3,803.2
2,Very High,C,33.47,542.0,1,95.0,no,78.0,52.6,707.1
3,Moderate,C,12.89,578.0,1,101.0,yes,87.6,36.9,697.5
3,Moderate,B,24.09,648.0,1,79.0,yes,76.6,22.4,498.0
4,High,C,7.5,550.0,2,162.0,yes,77.2,24.9,960.9
4,Very High,C,3.22,549.0,2,133.0,no,87.1,19.4,1063.0
3,Very Low,B,22.95,570.0,1,80.0,no,90.1,38.9,493.9
3,Moderate,A,31.61,643.0,1,70.0,,79.1,44.0,403.8
3,Moderate,B,28.75,637.0,1,131.0,yes,79.7,30.1,530.7
2,Very Low,B,10.85,734.0,1,136.0,yes,90.8,40.9,280.9
2,Moderate,C,33.68,626.0,1,123.0,yes,81.4,20.8,525.0
2,Moderate,B,18.95,638.0,1,128.0,yes,76.2,20.3,579.2
3,Very Low,B,25.04,684.0,1,92.0,yes,85.6,47.2,246.4
3,High,D,4.99,602.0,1,79.0,yes,90.6,26.9,777.3
1,High,A,4.27,647.0,1,50.0,yes,85.4,22.7,627.7
1,Very High,B,4.33,360.0,1,55.0,,85.3,26.3,1238.8
2,Moderate,A,32.08,500.0,1,117.0,yes,85.4,27.5,757.1
3,Moderate,C,22.36,689.0,1,131.0,yes,86.2,31.8,475.5
2,Very High,C,22.47,626.0,1,144.0,yes,85.3,20.2,759.1
1,Very High,B,2.19,637.0,1,52.0,no,88.5,21.5,740.6
1,Very High,C,1.2,636.0,1,74.0,yes,89.7,42.2,716.5
3,Very High,B,18.74,366.0,1,70.0,yes,66.9,19.1,1185.8
2,Moderate,C,30.17,663.0,1,137.0,yes,89.9,24.5,495.0
2,Moderate,C,1.57,643.0,1,110.0,yes,86.6,23.3,660.0
4,Moderate,C,1.56,654.0,2,121.0,yes,89.3,23.3,712.5
1,Very High,A,2.75,635.0,1,47.0,yes,87.8,35.4,697.4
3,High,D,20.3,368.0,1,91.0,,84.3,31.7,1124.2
4,High,C,4.4,579.0,2,182.0,no,85.2,34.5,933.0
1,High,B,5.16,687.0,1,51.0,yes,83.8,35.5,510.1
3,Moderate,C,14.97,587.0,1,79.0,yes,85.3,19.9,688.2
2,Moderate,B,20.46,630.0,1,93.0,no,82.2,33.0,528.8
2,High,C,31.72,638.0,1,73.0,yes,90.8,22.7,547.6
2,Low,A,14.61,534.0,1,128.0,yes,83.3,15.0,758.1
3,Very High,C,20.01,671.0,1,71.0,yes,89.6,30.5,614.9
1,High,B,6.84,585.0,1,48.0,no,79.5,39.2,673.0
3,Moderate,A,12.55,638.0,1,125.0,yes,90.5,31.1,630.8
2,Low,A,26.68,624.0,1,97.0,yes,89.7,34.9,448.8
4,Very High,A,2.67,616.0,2,178.0,yes,87.9,26.9,965.1
3,Moderate,B,20.71,690.0,1,93.0,yes,82.3,35.9,425.8
4,High,B,3.49,573.0,2,145.0,yes,86.7,34.7,914.8
4,Very High,B,8.95,688.0,2,176.0,no,68.5,24.2,760.2
3,Moderate,B,29.56,526.0,1,131.0,yes,72.2,25.2,735.4
1,Very High,B,6.27,693.0,1,60.0,yes,81.1,22.4,602.5
4,Very High,C,9.39,602.0,2,134.0,yes,63.0,36.8,834.2
1,High,A,1.54,695.0,1,70.0,no,89.3,27.0,567.7
4,Very High,C,3.59,703.0,1,125.0,yes,86.6,29.3,715.6
4,Very High,C,2.18,660.0,2,115.0,yes,88.5,19.4,842.6
2,Moderate,C,34.22,549.0,1,126.0,yes,66.7,31.9,612.0
3,High,B,5.54,651.0,1,137.0,,89.7,34.7,716.3
3,Very Low,C,8.02,629.0,1,139.0,yes,85.2,22.9,556.4
3,Low,A,16.58,699.0,1,117.0,yes,90.2,22.0,437.7
4,High,A,9.25,661.0,2,111.0,,65.1,24.2,667.1
1,Very High,A,5.94,642.0,1,62.0,yes,82.0,25.5,696.7
3,Low,C,22.17,646.0,1,74.0,yes,88.8,36.7,422.2
1,High,A,8.88,628.0,1,63.0,no,69.1,40.8,570.0
3,Moderate,B,15.6,668.0,1,142.0,no,74.2,29.2,546.6
4,High,D,6.65,645.0,2,188.0,yes,80.1,30.6,801.5
4,High,C,6.16,667.0,2,170.0,yes,81.4,20.0,775.6
1,Very High,,5.54,637.0,1,35.0,yes,82.9,25.7,682.6
4,High,A,6.51,591.0,2,123.0,yes,80.5,57.7,767.5
1,Very High,C,0.82,714.0,1,49.0,yes,90.1,27.8,585.0
4,Moderate,B,3.73,599.0,1,175.0,yes,86.3,19.2,847.1
3,Moderate,,25.87,611.0,1,81.0,yes,88.1,47.6,515.5
2,Moderate,A,21.0,675.0,1,115.0,yes,76.2,50.5,403.1
3,Moderate,C,11.68,666.0,1,113.0,yes,81.0,32.7,547.1
1,Very High,C,8.05,642.0,1,47.0,yes,74.6,62.9,554.3
4,Very High,C,1.77,631.0,2,140.0,yes,89.0,25.0,910.9
4,Moderate,C,9.61,647.0,2,118.0,yes,58.5,23.4,616.7
4,Moderate,B,5.73,612.0,2,178.0,yes,82.5,44.9,754.5
3,Very Low,B,21.22,503.0,1,105.0,yes,90.2,55.8,610.3
2,High,B,14.52,666.0,1,112.0,yes,79.1,42.4,551.5
4,Very High,B,4.57,656.0,2,145.0,yes,84.9,25.3,844.0
4,Very High,B,4.35,366.0,1,150.0,yes,85.3,31.5,461.3
4,High,C,3.97,565.0,2,186.0,yes,85.9,30.9,977.0
4,High,B,9.69,674.0,2,158.0,no,56.2,75.4,530.9
3,Moderate,C,12.43,686.0,1,96.0,yes,84.0,40.4,473.2
1,High,B,6.65,653.0,1,56.0,no,80.1,31.1,576.0
4,Very High,B,9.87,580.0,2,184.0,yes,47.3,23.1,928.9
4,Very High,B,8.94,463.0,2,171.0,yes,68.5,36.4,1149.9
2,Moderate,B,19.88,506.0,1,63.0,,87.8,26.6,766.0
2,Moderate,C,19.19,693.0,1,100.0,,79.8,46.2,382.6
2,High,A,26.31,598.0,1,102.0,yes,83.2,17.4,681.5
4,High,B,2.01,611.0,1,176.0,yes,88.8,32.2,875.7
3,Moderate,A,10.87,692.0,1,106.0,yes,74.3,22.8,508.5
1,High,B,9.38,695.0,1,62.0,yes,63.1,29.1,458.5
3,Very Low,B,9.71,494.0,1,125.0,yes,82.9,26.0,776.6
2,Moderate,C,25.9,680.0,1,77.0,yes,78.0,20.9,412.1
4,Very High,D,8.71,579.0,2,145.0,no,70.5,48.1,877.1
3,Very High,B,19.45,393.0,1,77.0,yes,88.6,32.5,1144.8
2,Moderate,C,20.4,630.0,1,98.0,yes,90.4,21.1,582.6
2,Low,B,19.79,526.0,1,91.0,yes,88.0,37.6,656.2
1,Very High,B,7.54,531.0,1,57.0,,77.0,17.9,904.3
4,Very High,A,8.47,612.0,1,188.0,yes,72.2,59.1,815.4
3,Very Low,B,10.36,515.0,1,74.0,yes,89.7,22.1,706.2
2,Very Low,B,12.63,681.0,1,127.0,yes,83.9,34.5,366.3
4,Moderate,B,3.62,618.0,1,153.0,yes,86.5,18.5,791.9
1,High,A,1.93,671.0,1,69.0,yes,88.9,24.0,617.5
4,Very High,A,1.8,534.0,2,185.0,yes,89.0,33.1,1118.1
2,Very Low,B,23.61,542.0,1,94.0,no,84.7,23.0,569.6
3,Moderate,D,22.33,539.0,1,115.0,yes,82.2,20.4,767.4
2,Very High,B,19.94,535.0,1,134.0,yes,78.2,29.4,896.8
1,Very High,B,8.32,597.0,1,63.0,yes,73.2,57.1,667.2
